Date,Open,High,Low,Close
1/23/2012,76.97,77.08,76.87,77
1/22/2012,76.96,77.05,76.93,76.97
1/20/2012,77.08,77.3,76.92,77.02
1/19/2012,76.79,77.32,76.7,77.08
1/18/2012,76.82,76.87,76.66,76.79
1/17/2012,76.83,76.88,76.56,76.82
1/16/2012,76.93,76.94,76.7,76.83
1/15/2012,77.08,77.08,76.89,76.93
1/13/2012,76.79,77.01,76.67,76.97
1/12/2012,76.87,76.98,76.67,76.79
1/11/2012,76.86,77.04,76.84,76.87
1/10/2012,76.88,76.91,76.78,76.86
1/9/2012,76.94,77.01,76.77,76.88
1/8/2012,76.91,76.96,76.8,76.94
1/6/2012,77.17,77.34,76.96,76.97
1/5/2012,76.72,77.25,76.66,77.17
1/4/2012,76.74,76.83,76.61,76.72
1/3/2012,76.95,76.97,76.63,76.74
1/2/2012,77.03,77.06,76.86,76.95
1/1/2012,76.95,77.03,76.91,77.03
12/30/2011,77.67,77.74,76.88,76.89
12/29/2011,77.95,77.95,77.59,77.67
12/28/2011,77.88,78.04,77.57,77.95
12/27/2011,78.01,78.03,77.8,77.88
12/26/2011,78.09,78.09,77.98,78.01
12/25/2011,78.09,78.09,78.09,78.09
12/23/2011,78.17,78.23,78,78.08
12/22/2011,78.08,78.21,78,78.17
12/21/2011,77.86,78.11,77.69,78.08
12/20/2011,78.02,78.06,77.72,77.86
12/19/2011,77.82,78.16,77.8,78.02
12/18/2011,77.79,77.83,77.74,77.82
12/16/2011,77.85,77.96,77.62,77.77
12/15/2011,78.12,78.13,77.74,77.85
12/14/2011,77.97,78.16,77.93,78.12
12/13/2011,77.96,78.02,77.65,77.97
12/12/2011,77.62,78,77.59,77.96
12/11/2011,77.58,77.64,77.58,77.62
